id;grammar;lemma_id
H2077-001;N-ms;H2077
H2077-002;N-mp;H2077
H2077-003;N-msc;H2077
H2077-004;Conj-w | N-mp;H2077
H2077-005;N-msc | 1cs;H2077
H2077-006;Prep-m | N-mpc;H2077
H2077-007;Prep-m | N-msc | 3ms;H2077
H2077-008;Prep-m | N-msc;H2077
H2077-009;Prep-l | N-msc;H2077
H2077-010;N-msc | 3ms;H2077
H2077-011;Art | N-ms;H2077
H2077-012;Conj-w, Prep-l | N-msc;H2077
H2077-013;N-mpc | 3mp;H2077
H2077-014;N-mpc;H2077
H2077-015;N-msc | 2mp;H2077
H2077-016;Prep-l, Art | N-ms;H2077
H2077-017;Prep-l | N-mpc;H2077
H2077-018;Conj-w | N-mpc | 2mp;H2077
H2077-019;N-mpc | 2ms;H2077
H2077-020;Prep-l | N-ms;H2077
H2077-021;Conj-w, Prep-b | N-mpc | 1cp;H2077
H2077-022;Conj-w, Prep-l | N-ms;H2077
H2077-023;Prep-b | N-msc | 1cs;H2077
H2077-024;Prep-b | N-ms;H2077
H2077-025;Prep-m | N-ms;H2077
H2077-026;Prep-b, Art | N-ms;H2077
H2077-027;Art | N-mp;H2077
H2077-028;Conj-w | N-ms;H2077
H2077-029;Conj-w, Art | N-mp;H2077
H2077-030;N-mpc | 2mp;H2077
H2077-031;Conj-w | N-mpc | 2ms;H2077
H2077-032;Conj-w | N-mpc | 3mp;H2077
H2077-033;Prep-m | N-msc | 1cs;H2077
H2077-034;Conj-w, Art | N-ms;H2077
H2077-035;Prep-m | N-mpc | 3mp;H2077
H4264-001;N-csc;H4264
H4264-002;N-cp;H4264
H4264-003;Art | N-cs;H4264
H4264-004;Prep-b, Art | N-cs;H4264
H4264-005;Prep-l, Art | N-cs;H4264
H4264-006;N-csc | 3ms;H4264
H4264-007;Prep-l | N-csc;H4264
H4264-008;Art | N-cp;H4264
H4264-009;N-cpc | 3mp;H4264
H4264-010;Art, Prep-b | N-cp;H4264
H4264-011;N-cs;H4264
H4264-012;N-csc | 2ms;H4264
H4264-013;N-cpc | 2ms;H4264
H4264-014;Conj-w | N-csc;H4264
H4264-015;Prep-b | N-csc;H4264
H4264-016;Conj-w | N-cpc | 3mp;H4264
H4264-017;Conj-w, Art | N-cs;H4264
H4264-018;N-proper;H4264
H4264-019;Prep-m | N-csc;H4264
H4264-020;Prep-m | N-cpc;H4264
H4264-021;Prep-l | N-cpc;H4264
H4264-022;Prep-l | N-cs;H4264
H4264-023;Prep-k | N-csc;H4264
H4264-024;N-cpc;H4264
H4264-025;Art | N-cd;H4264
H4264-026;N-csc | 2mp;H4264
H4264-027;Prep-b, Art | N-cp;H4264
H4266-001;N-proper-fs;H4266
H4266-002;Conj-w, Prep-m | N-proper-fs;H4266
H4266-003;Prep-m | N-proper-fs;H4266
H4266-004;N-proper-fs | 3fs;H4266
H4266-005;Prep-b | N-proper-fs;H4266
H7794-001;N-ms;H7794
H7794-002;Conj-w | N-msc | 3ms;H7794
H7794-003;Art | N-ms;H7794
H7794-004;Conj-w, Art | N-ms;H7794
H7794-005;N-msc;H7794
H7794-006;Prep-m | N-ms;H7794
H7794-007;Prep-l | N-msc | 2ms;H7794
H7794-008;N-msc | 2ms;H7794
H7794-009;Prep-m | N-msc;H7794
H7794-010;Conj-w | N-ms;H7794
H7794-011;Prep-l, Art | N-ms;H7794
H7794-012;Conj-w | N-msc | 2ms;H7794
H7794-013;N-msc | 3ms;H7794
H7794-014;Prep-b | N-ms;H7794
H7794-015;Prep-k | N-ms;H7794
H7794-016;N-mp;H7794
H3334-001;Conj-w | V-Qal-ConsecImperf-3ms;H3334
H3334-002;Conj-w | V-Qal-ConsecImperf-3fs;H3334
H3334-003;Conj-w | V-Hifil-ConsecImperf-3mp;H3334
H3334-004;V-Qal-Imperf-3mp;H3334
H3334-005;V-Qal-Imperf-3ms;H3334
H3334-006;V-Qal-Imperf-2fs;H3334
H2673-001;Conj-w | V-Qal-ConsecImperf-3ms;H2673
H2673-002;Conj-w | V-Qal-ConjPerf-3cp;H2673
H2673-003;V-Qal-Imperf-3mp | Pn;H2673
H2673-004;Conj-w | V-Qal-ConjPerf-2ms;H2673
H2673-005;V-Qal-Perf-3ms;H2673
H2673-006;Conj-w | V-Qal-ConsecImperf-3ms | 3mp;H2673
H2673-007;Conj-w | V-Nifal-ConsecImperf-3mp;H2673
H2673-008;V-Qal-Imperf-3mp | 3ms;H2673
H2673-009;V-Qal-Imperf-3mp;H2673
H2673-010;V-Qal-Imperf-3ms;H2673
H2673-011;V-Nifal-Imperf-3mp;H2673
H2673-012;Conj-w | V-Nifal-ConjImperf.Jus-3fs;H2673
H6413-001;Prep-l | N-fs;H6413
H6413-002;Art | N-fs;H6413
H6413-003;N-fs;H6413
H6413-004;N-fsc;H6413
H6413-005;Conj-w | N-fs;H6413
H6413-006;Prep-l | N-fsc;H6413
H6413-007;Conj-w | N-fsc;H6413
H6994-001;V-Qal-Perf-1cs;H6994
H6994-002;Conj-w | V-Qal-ConsecImperf-3fs;H6994
H6994-003;Prep-l | V-Hifil-Inf;H6994
H6510-001;N-fp;H6510
H6510-002;Art | N-fp;H6510
H6510-003;N-fs;H6510
H6510-004;Art | N-fs;H6510
H6510-005;N-fsc | 3ms;H6510
H6510-006;Conj-w | N-fs;H6510
H6510-007;Prep-k | N-fs;H6510
H6510-008;N-fpc;H6510
H6499-001;Conj-w | N-mp;H6499
H6499-002;N-mp;H6499
H6499-003;N-ms;H6499
H6499-004;Art | N-ms;H6499
H6499-005;Conj-w | N-msc;H6499
H6499-006;N-msc;H6499
H6499-007;Prep-l, Art | N-ms;H6499
H6499-008;Prep-l | N-msc;H6499
H6499-009;Prep-b | N-ms;H6499
H6499-010;Conj-w | N-ms;H6499
H6499-011;Art | N-mp;H6499
H6499-012;Prep-l, Art | N-mp;H6499
H6499-013;Prep-b | N-mp;H6499
H6499-014;N-mpc | 3fs;H6499
H6499-015;Prep-b, Art | N-ms;H6499
H5895-001;Conj-w | N-mp;H5895
H5895-002;N-msc | 3ms;H5895
H5895-003;N-mp;H5895
H5895-004;Conj-w | N-msc;H5895
H5895-005;Conj-w, Art | N-mp;H5895
H5895-006;N-ms;H5895
H7305-001;Conj-w | N-ms;H7305
H7305-002;N-ms;H7305
H6298-001;V-Qal-Imperf-3ms | 2ms;H6298
H6298-002;V-Qal-Perf-1cs;H6298
H6298-003;Conj-w | V-Qal-ConsecImperf-3ms | 3ms;H6298
H6298-004;Conj-w | V-Qal-ConsecImperf-3fs;H6298
H6298-005;Conj-w | V-Qal-ConsecImperf-3mp | 3mp;H6298
H6298-006;V-Piel-Imperf-3mp;H6298
H6298-007;V-Nifal-Perf-3cp;H6298
H6298-008;V-Qal-InfAbs;H6298
H6298-009;Conj-w | V-Qal-ConjPerf-3cp;H6298
H6298-010;Prep-k | V-Qal-Inf;H6298
H6298-011;V-Qal-Imperf-1cs | 3mp;H6298
H2999-001;N-proper-fs;H2999
H2999-002;Art | N-proper-fs;H2999
H0079-001;Conj-w | V-Nifal-ConsecImperf-3ms;H0079
H0079-002;Prep-b | V-Nifal-Inf | 3ms;H0079
H3363-001;Conj-w | V-Qal-ConsecImperf-3fs;H3363
H3363-002;Conj-w | V-Hifil-Imp-ms;H3363
H3363-003;Conj-w | V-Hifil-ConjPerf-1cp | 3mp;H3363
H3363-004;Conj-w | V-Hifil-ConsecImperf-3mp | 3mp;H3363
H3363-005;Art | V-Hofal-Prtcpl-mp;H3363
H3363-006;V-Qal-Imperf-3fs;H3363
H3478-001;N-proper-ms;H3478
H3478-002;Prep-b | N-proper-ms;H3478
H3478-003;Conj-w | N-proper-ms;H3478
H3478-004;Prep-l | N-proper-ms;H3478
H3478-005;Prep-m | N-proper-ms;H3478
H3478-006;Conj-w, Prep-l | N-proper-ms;H3478
H3478-007;Conj-w, Prep-m | N-proper-ms;H3478
H3478-008;Prep-k | N-proper-ms;H3478
H3478-009;N-proper-fs;H3478
H3478-010;Prep-m | N-proper-fs;H3478
H3478-011;Prep-l | N-proper-fs;H3478
H3478-012;Prep-b | N-proper-fs;H3478
H3478-013;Conj-w, Prep-m | N-proper-fs;H3478
H3478-014;Conj-w, Prep-b | N-proper-ms;H3478
H8280-001;V-Qal-Perf-2ms;H8280
H8280-002;V-Qal-Perf-3ms;H8280
H6439-001;N-proper-fs;H6439
H6439-002;Conj-w | N-proper-ms;H6439
H2224-001;Conj-w | V-Qal-ConsecImperf-3ms;H2224
H2224-002;V-Qal-Perf-3fs;H2224
H2224-003;Conj-w | V-Qal-ConjPerf-3ms;H2224
H2224-004;Prep-k | V-Qal-Inf;H2224
H2224-005;V-Qal-Imperf-3ms;H2224
H2224-006;V-Qal-Imperf-3fs;H2224
H2224-007;V-Qal-Perf-3ms;H2224
H2224-008;V-Qal-Prtcpl-ms;H2224
H2224-009;Conj-w | V-Qal-ConjPerf-3fs;H2224
H6760-001;V-Qal-Prtcpl-ms;H6760
H6760-002;Art | V-Qal-Prtcpl-fs;H6760
H1517-001;N-msc;H1517
H1517-002;Prep-b | N-msc;H1517
H1517-003;Conj-w | N-mp;H1517
H1517-004;N-mpc;H1517
H1517-005;Conj-w | N-msc;H1517
H1517-006;N-mp;H1517
H5384-001;Art | N-ms;H5384
H0314-001;Adj-mp;H0314
H0314-002;Art | Adj-ms;H0314
H0314-003;Prep-l, Art | Adj-fs;H0314
H0314-004;Prep-b, Art | Adj-fs;H0314
H0314-005;Art | Adj-mp;H0314
H0314-006;Conj-w, Art | Adj-mp;H0314
H0314-007;Conj-w | Adj-ms;H0314
H0314-008;Adj-ms;H0314
H0314-009;Prep-l, Art | Adj-mp;H0314
H0314-010;Conj-w, Art | Adj-ms;H0314
H0314-011;Conj-w, Prep-k, Art | Adj-fs;H0314
H7521-001;Conj-w | V-Qal-ConsecImperf-2ms | 1cs;H7521
H7521-002;Conj-w | V-Nifal-ConjPerf-3ms;H7521
H7521-003;V-Nifal-Imperf-3ms;H7521
H7521-004;V-Nifal-Imperf-3mp;H7521
H7521-005;V-Qal-Imperf-3fs;H7521
H7521-006;Conj-w | V-Hifil-ConjPerf-3fs;H7521
H7521-007;V-Qal-Imperf-3mp;H7521
H7521-008;Conj-w | V-Qal-ConjImperf.Jus-3fs;H7521
H7521-009;V-Qal-Imperf-2ms;H7521
H7521-010;V-Qal-QalPassPrtcpl-msc;H7521
H7521-011;V-Hitpael-Imperf-3ms;H7521
H7521-012;V-Qal-Imperf-3ms | 2ms;H7521
H7521-013;V-Qal-Perf-3ms;H7521
H7521-014;Prep-b | V-Qal-Inf | 1cs;H7521
H7521-015;Conj-w | V-Qal-ConjPerf-2ms | 3mp;H7521
H7521-016;V-Qal-Perf-3fs;H7521
H7521-017;Conj-w | V-Qal-QalPassPrtcpl-ms;H7521
H7521-018;V-Qal-Imperf-3ms;H7521
H7521-019;V-Piel-Imperf-3mp;H7521
H7521-020;Conj-w | V-Qal-ConsecImperf-3ms | 3ms;H7521
H7521-021;Prep-b | V-Qal-Inf | 3ms;H7521
H7521-022;V-Qal-Imp-ms;H7521
H7521-023;V-Qal-Perf-2ms | 3mp;H7521
H7521-024;Conj-w | V-Qal-ConsecImperf-2ms;H7521
H7521-025;Prep-l | V-Qal-Inf;H7521
H7521-026;V-Qal-Perf-2ms;H7521
H7521-027;V-Qal-Perf-3cp;H7521
H7521-028;V-Qal-Prtcpl-ms;H7521
H7521-029;Prep-b | V-Qal-Inf;H7521
H7521-030;V-Qal-Imperf-3fp;H7521
H7521-031;V-Nifal-Perf-3ms;H7521
H7521-032;V-Qal-Perf-3ms | 3mp;H7521
H7521-033;V-Qal-Prtcpl-msc | 3mp;H7521
H7521-034;V-Qal-Imperf-1cs | 3mp;H7521
H7521-035;V-Qal-Imperf-1cs;H7521
H7521-036;Conj-w | V-Qal-ConjPerf-1cs;H7521
H7521-037;Conj-w | V-Qal-ConjImperf.h-1cs;H7521
H5763-001;V-Qal-Prtcpl-fp;H5763
H1849-001;Conj-w | V-Qal-ConjPerf-3cp | 3mp;H1849
H1849-002;V-Hitpael-Prtcpl-mp;H1849
H1849-003;V-Qal-Prtcpl-ms;H1849
H5095-001;V-Hitpael-Imperf.Cohort-1cs;H5095
H5095-002;Conj-w | V-Piel-ConsecImperf-3ms | 3mp;H5095
H5095-003;V-Piel-Perf-2ms;H5095
H5095-004;Conj-w | V-Piel-ConsecImperf-3mp | 3mp;H5095
H5095-005;V-Piel-Imperf-3ms | 1cs;H5095
H5095-006;Conj-w | V-Piel-ConjImperf-2ms | 1cs;H5095
H5095-007;V-Piel-Imperf-3ms;H5095
H5095-008;V-Piel-Imperf-3ms | 3mp;H5095
H5095-009;V-Piel-Prtcpl-ms;H5095
H5523-001;N-proper-fs | 3fs;H5523
H5523-002;N-proper-fs;H5523
H5523-003;Prep-m | N-proper-fs;H5523
H5523-004;Prep-b | N-proper-fs;H5523
H5523-005;Conj-w | N-proper-fs;H5523
H5521-001;N-fp;H5521
H5521-002;Art | N-fp;H5521
H5521-003;Prep-b, Art | N-fp;H5521
H5521-004;Conj-w, Prep-k | N-fs;H5521
H5521-005;N-fsc | 3ms;H5521
H5521-006;Prep-b, Art | N-fs;H5521
H5521-007;Prep-b | N-fs;H5521
H5521-008;Prep-k | N-fs;H5521
H5521-009;Conj-w | N-fs;H5521
H5521-010;N-fsc;H5521
H5521-011;N-fs;H5521
H2544-001;N-proper-ms;H2544
H7192-001;N-fs;H7192
H3207-001;Art | N-fs;H3207
H3207-002;Conj-w, Art | N-fs;H3207
H3207-003;Conj-w | N-fp;H3207
H5039-001;N-fs;H5039
H5039-002;Art | N-fs;H5039
H5039-003;Conj-w | N-fs;H5039
H4119-001;N-ms;H4119
H4119-002;Prep-k | N-msc;H4119
H4119-003;Prep-b | N-ms;H4119
H4976-001;Conj-w | N-ms;H4976
H4976-002;N-msc | 3mp;H4976
H4976-003;N-msc;H4976
H4976-004;N-ms;H4976
H0225-001;V-Nifal-Imperf-1cp;H0225
H0225-002;V-Nifal-Imperf-3mp;H0225
H0225-003;V-Nifal-Imperf.Cohort-1cp;H0225
H0225-004;Conj-w | V-Nifal-ConsecImperf-3mp;H0225
H7342-001;Adj-fsc;H7342
H7342-002;Conj-w | Adj-fs;H7342
H7342-003;Art | Adj-fs;H7342
H7342-004;Adj-ms;H7342
H7342-005;Conj-w | Adj-msc;H7342
H7342-006;Prep-b, Art | Adj-fs;H7342
H7342-007;Adj-fs;H7342
H7342-008;V-Qal-Inf;H7342
H7342-009;Adj-mpc;H7342
H7342-010;Conj-w, Art | Adj-fs;H7342
H3510-001;V-Qal-Prtcpl-mp;H3510
H3510-002;V-Hifil-Imperf-2mp;H3510
H3510-003;V-Hifil-Imperf-3ms;H3510
H3510-004;V-Qal-Imperf-3ms;H3510
H3510-005;Conj-w | V-Qal-Prtcpl-ms;H3510
H3510-006;V-Hifil-Perf-1cs | 3ms;H3510
H3510-007;V-Hifil-Prtcpl-ms;H3510
H0983-001;N-ms;H0983
H0983-002;Prep-l | N-ms;H0983
H0983-003;Conj-w | N-ms;H0983
H0962-001;Conj-w | V-Qal-ConsecImperf-3mp;H0962
H0962-002;V-Qal-Perf-3cp;H0962
H0962-003;V-Qal-Perf-1cp;H0962
H0962-004;V-Qal-Imperf-2ms;H0962
H0962-005;V-Qal-Imperf-2mp;H0962
H0962-006;Conj-w | V-Qal-ConjImperf.Cohort-1cp;H0962
H0962-007;Prep-l | V-Qal-Inf;H0962
H0962-008;V-Qal-Prtcpl-mp;H0962
H0962-009;Conj-w | V-Qal-ConjImperf-3mp;H0962
H0962-010;V-Qal-Imperf-3mp;H0962
H0962-011;Conj-w, Prep-l | V-Qal-Inf;H0962
H0962-012;Prep-l | V-Qal-Prtcpl-mpc | 1cp;H0962
H0962-013;Conj-w | V-Nifal-InfAbs;H0962
H0962-014;V-Nifal-Imperf-3fs;H0962
H0962-015;V-Qal-QalPassPrtcpl-ms;H0962
H0962-016;Prep-l | V-Qal-Prtcpl-mp;H0962
H0962-017;Conj-w | V-Qal-ConjPerf-3cp | 3mp;H0962
H0962-018;V-Qal-Prtcpl-mpc | 2fs;H0962
H0962-019;Conj-w | V-Piel-ConjPerf-3cp;H0962
H0962-020;Conj-w | V-Qal-ConjPerf-3cp;H0962
H0962-021;Conj-w | V-Qal-ConjPerf-3ms;H0962
H0962-022;Prep | V-Qal-Inf;H0962
H0962-023;V-Qal-Prtcpl-mpc | 3mp;H0962
H0962-024;Conj-w | V-Nifal-ConjPerf-3cp;H0962
H0962-025;V-Qal-Imp-mp;H0962
H0962-026;V-Qal-Imperf-3mp | 3mp;H0962
H2428-001;N-msc | 3mp;H2428
H2428-002;N-ms;H2428
H2428-003;Conj-w | N-msc | 3ms;H2428
H2428-004;Art | N-ms;H2428
H2428-005;Prep-l | N-msc;H2428
H2428-006;N-msc | 3ms;H2428
H2428-007;Conj-w, Art | N-ms;H2428
H2428-008;Prep-b | N-ms;H2428
H2428-009;Art | N-mp;H2428
H2428-010;Prep-k, Art | N-ms;H2428
H2428-012;Conj-w | N-ms;H2428
H2428-013;N-msc;H2428
H2428-014;N-mp;H2428
H2428-015;Prep-l | N-ms;H2428
H2428-016;Prep-k | N-msc;H2428
H2428-017;N-msc | 1cs;H2428
H2428-018;Prep-b | N-msc | 2ms;H2428
H2428-019;Prep-m | N-ms;H2428
H2428-020;N-msc | 2ms;H2428
H2428-021;Conj-w | N-mp;H2428
H2428-022;N-mpc | 3mp;H2428
H2428-023;Conj-w | N-msc;H2428
H2428-024;N-msc | 2fs;H2428
H2428-025;Prep-b | N-msc | 2fs;H2428
H2428-026;Conj-w | N-proper-fs;H2428
H2428-027;Conj-w, Prep-l | N-msc | 3ms;H2428
H2428-028;Prep-b | N-msc | 3ms;H2428
H2428-029;Conj-w | N-msc | 3mp;H2428
H2428-030;N-msc | 3fs;H2428
H2945-001;N-msc | 3mp;H2945
H2945-002;N-msc | 1cp;H2945
H2945-003;Prep-l | N-msc | 2mp;H2945
H2945-004;Art | N-ms;H2945
H2945-005;N-msc | 2mp;H2945
H2945-006;Prep-m | N-ms;H2945
H2945-007;Conj-w | N-msc | 1cp;H2945
H2945-008;Conj-w | N-msc | 2mp;H2945
H2945-009;Conj-w | N-msc | 3mp;H2945
H2945-010;Prep-b, Art | N-ms;H2945
H2945-011;Prep-l | N-msc | 1cp;H2945
H2945-012;Conj-w, Art | N-ms;H2945
H2945-013;Conj-w, Prep-l | N-msc | 1cp;H2945
H2945-014;N-ms;H2945
H2945-015;Conj-w | N-ms;H2945
H5916-001;V-Qal-Perf-2mp;H5916
H5916-002;Conj-w | V-Qal-ConjPerf-2mp;H5916
H5916-003;V-Qal-Perf-2ms | 1cp;H5916
H5916-004;V-Qal-Imperf-3ms | 2ms;H5916
H5916-005;Prep-b | V-Qal-Prtcpl-mpc | 1cs;H5916
H5916-006;V-Qal-Perf-3ms;H5916
H5916-007;V-Qal-Prtcpl-ms;H5916
H5916-008;V-Qal-Perf-1cs;H5916
H5916-009;V-Nifal-Perf-3ms;H5916
H5916-010;Conj-w | V-Qal-Prtcpl-ms;H5916
H5916-011;V-Nifal-Prtcpl-fs;H5916
H0887-001;Prep-l | V-Hifil-Inf | 1cs;H0887
H0887-002;V-Hifil-Perf-2mp;H0887
H0887-003;Conj-w | V-Qal-ConjPerf-3ms;H0887
H0887-004;Conj-w | V-Qal-ConsecImperf-3ms;H0887
H0887-005;Conj-w | V-Qal-ConsecImperf-3fs;H0887
H0887-006;V-Hifil-Perf-3ms;H0887
H0887-007;V-Nifal-Perf-3ms;H0887
H0887-008;V-Hifil-InfAbs;H0887
H0887-009;V-Nifal-Perf-3cp;H0887
H0887-010;V-Nifal-Perf-2ms;H0887
H0887-011;V-Hitpael-Perf-3cp;H0887
H0887-012;V-Hifil-Perf-3cp;H0887
H0887-013;V-Hifil-Imperf-3ms;H0887
H0887-014;V-Qal-Imperf-3fs;H0887
H4962-001;N-mpc;H4962
H4962-002;N-mp;H4962
H4962-003;Prep-b | N-mpc;H4962
H4962-004;N-mpc | 3ms;H4962
H4962-005;Prep-m | N-mp;H4962
H4962-006;N-mpc | 2fs;H4962
H4557-001;N-ms;H4557
H4557-002;N-msc;H4557
H4557-003;Prep-b | N-msc;H4557
H4557-004;N-msc | 2mp;H4557
H4557-005;Prep-k, Art | N-ms;H4557
H4557-006;Prep-k | N-msc | 3mp;H4557
H4557-007;Conj-w | N-ms;H4557
H4557-008;Prep-b | N-msc | 3mp;H4557
H4557-009;Prep-b | N-ms;H4557
H4557-010;Prep-l | N-msc;H4557
H4557-011;Prep-l | N-msc | 3mp;H4557
H4557-012;Prep-k | N-msc;H4557
H4557-013;N-msc | 3mp;H4557
H4557-014;Conj-w, Prep-b | N-ms;H4557
H4557-015;N-mpc;H4557
H4557-016;Art | N-ms;H4557
H4557-017;Conj-w | N-msc;H4557
H8045-001;Conj-w | V-Nifal-ConjPerf-1cs;H8045
H8045-002;Conj-w | V-Hifil-ConjPerf-1cs;H8045
H8045-003;V-Hifil-Imperf-2mp;H8045
H8045-004;Prep-l | V-Hifil-Inf | 1cp;H8045
H8045-005;Conj-w | V-Hifil-ConsecImperf-3mp | 3mp;H8045
H8045-006;Conj-w | V-Hifil-ConsecImperf-3ms | 3mp;H8045
H8045-007;V-Hifil-Perf-3ms;H8045
H8045-008;V-Hifil-Perf-3cp | 3mp;H8045
H8045-009;V-Hifil-Perf-3ms | 3ms;H8045
H8045-010;V-Nifal-InfAbs;H8045
H8045-011;V-Nifal-Imperf-2mp | Pn;H8045
H8045-012;Conj-w | V-Hifil-ConjPerf-3ms | 2ms;H8045
H8045-013;V-Nifal-Inf | 3mp;H8045
H8045-014;V-Hifil-Inf | 2ms;H8045
H8045-015;V-Hifil-Imperf-3ms | 3mp;H8045
H8045-016;Prep-l | V-Hifil-Inf;H8045
H8045-017;Conj-w | V-Hifil-ConjImperf.h-1cs | 3mp;H8045
H8045-018;Prep-l | V-Hifil-Inf | 3ms;H8045
H8045-019;V-Nifal-Inf | 2ms;H8045
H8045-020;V-Hifil-Inf | 3ms;H8045
H8045-021;Conj-w, Prep-l | V-Hifil-Inf;H8045
H8045-022;V-Hifil-Imperf-3ms;H8045
H8045-023;V-Hifil-Imp-ms;H8045
H8045-024;V-Hifil-Inf | 3mp;H8045
H8045-025;Conj-w | V-Hifil-ConsecImperf-1cs | 3mp;H8045
H8045-026;V-Nifal-Perf-3fs;H8045
H8045-027;V-Hifil-Imperf-2ms;H8045
H8045-028;Conj-w | V-Hifil-ConjImperf.Cohort-1cp;H8045
H8045-029;V-Hifil-Imperf-3mp;H8045
H8045-030;V-Nifal-Perf-1cp;H8045
H8045-031;Conj-w | V-Hifil-ConsecImperf-3ms;H8045
H8045-032;Prep-l | V-Hifil-Inf | 3mp;H8045
H8045-033;V-Nifal-Perf-3cp;H8045
H8045-034;Prep-l | V-Nifal-Inf | 3mp;H8045
H8045-035;V-Hifil-Perf-3cp;H8045
H8045-036;V-Nifal-Imperf-3ms;H8045
H8045-037;V-Hifil-InfAbs;H8045
H8045-038;Conj-w | V-Hifil-ConsecImperf-2ms | 3mp;H8045
H8045-039;Conj-w | V-Nifal-ConjPerf-3ms;H8045
H8045-040;Conj-w | V-Hifil-ConjImperf-2ms | 3mp;H8045
H8045-041;Conj-w | V-Hifil-ConjPerf-1cs | 3ms;H8045
H8045-042;V-Hifil-Imperf-1cs | 2ms;H8045
H8045-043;V-Hifil-Imperf-1cs;H8045
H8045-044;Conj-w | V-Nifal-ConjPerf-3cp;H8045
H8045-045;V-Hifil-Perf-1cs;H8045
H8045-046;Conj-w | V-Hifil-ConsecImperf-1cs;H8045
H2181-001;Art, Prep-k | N-fs;H2181
H2181-002;Prep-l | N-fs;H2181
H2181-003;V-Qal-Perf-3fs;H2181
H2181-004;Conj-w | V-Qal-ConjPerf-3cp;H2181
H2181-005;Conj-w | V-Hifil-ConjPerf-3cp;H2181
H2181-006;V-Qal-Prtcpl-mp;H2181
H2181-007;Prep-l | V-Hifil-Inf | 3fs;H2181
H2181-008;V-Qal-Imperf-3fs;H2181
H2181-009;Art | V-Qal-Prtcpl-mp;H2181
H2181-010;Prep-l | V-Qal-Inf;H2181
H2181-011;N-fs;H2181
H2181-012;Conj-w | V-Qal-ConjPerf-3ms;H2181
H2181-013;Art | N-fs;H2181
H2181-014;V-Qal-Perf-3cp;H2181
H2181-015;Conj-w | V-Qal-ConsecImperf-3mp;H2181
H2181-016;Conj-w | V-Qal-ConsecImperf-3fs;H2181
H2181-017;Conj-w | V-Hifil-ConsecImperf-3ms;H2181
H2181-018;Conj-w | V-Hifil-ConsecImperf-2ms;H2181
H2181-019;Prep-k | V-Hifil-Inf;H2181
H2181-020;V-Qal-Prtcpl-ms;H2181
H2181-021;N-fp;H2181
H2181-022;Conj-w | V-Qal-ConjPerf-3fs;H2181
H2181-023;V-Qal-Perf-2fs;H2181
H2181-024;Art | V-Qal-Prtcpl-ms;H2181
H2181-025;Art | V-Qal-Prtcpl-fp;H2181
H2181-026;Conj-w | V-Qal-ConsecImperf-2fs;H2181
H2181-027;Conj-w | V-Qal-ConsecImperf-2fs | 3mp;H2181
H2181-028;Prep-k, Art | N-fs;H2181
H2181-029;V-Pual-Perf-3ms;H2181
H2181-030;Prep-m | N-fs;H2181
H2181-031;Conj-w | V-Qal-ConsecImperf-3fp;H2181
H2181-032;Prep-b | V-Qal-Inf | 2fs;H2181
H2181-033;V-Qal-Imperf-3ms;H2181
H2181-034;V-Qal-Imperf-3mp;H2181
H2181-035;V-Qal-InfAbs;H2181
H2181-036;V-Qal-Imperf-2fs;H2181
H2181-037;V-Hifil-Perf-3cp;H2181
H2181-038;V-Qal-Imperf-3fp;H2181
H2181-039;Art | N-fp;H2181
H2181-040;V-Hifil-InfAbs;H2181
H2181-041;V-Hifil-Perf-2ms;H2181
H2181-042;V-Qal-Perf-2ms;H2181
H2181-043;Prep-b, Art | N-fs;H2181
H2891-001;Conj-w | V-Hitpael-Imp-mp;H2891
H2891-002;Conj-w | V-Qal-ConjPerf-3ms;H2891
H2891-003;Conj-w | V-Qal-ConjPerf-3fs;H2891
H2891-004;Conj-w | V-Piel-ConjPerf-3ms | 3ms;H2891
H2891-005;Conj-w | V-Piel-ConjPerf-3ms;H2891
H2891-006;Prep-l | V-Piel-Inf | 3ms;H2891
H2891-007;Prep-l, Art | V-Hitpael-Prtcpl-ms;H2891
H2891-008;Art | V-Hitpael-Prtcpl-ms;H2891
H2891-009;Art | V-Piel-Prtcpl-ms;H2891
H2891-010;V-Qal-Imperf-3ms;H2891
H2891-011;V-Qal-Perf-3fs;H2891
H2891-012;V-Qal-Imperf-3fs;H2891
H2891-013;Prep-l | V-Piel-Inf;H2891
H2891-014;V-Qal-Imperf-2mp;H2891
H2891-015;Conj-w | V-Piel-ConjPerf-2ms;H2891
H2891-016;Prep-l | V-Piel-Inf | 3mp;H2891
H2891-017;Conj-w | V-Hitpael-ConjPerf-3cp;H2891
H2891-018;Conj-w | V-Qal-ConjPerf-2mp;H2891
H2891-019;V-Hitpael-Perf-1cp;H2891
H2891-020;Conj-w | V-Qal-Imp-ms;H2891
H2891-021;Conj-w | V-Qal-ConjPerf-1cs;H2891
H2891-022;Conj-w | V-Qal-ConsecImperf-3ms;H2891
H2891-023;V-Piel-Perf-1cp;H2891
H2891-024;V-Hitpael-Perf-3cp;H2891
H2891-025;Conj-w | V-Piel-ConsecImperf-3ms;H2891
H2891-026;Conj-w | V-Hitpael-ConsecImperf-3mp;H2891
H2891-027;Conj-w | V-Piel-ConsecImperf-3mp;H2891
H2891-028;V-Hitpael-Prtcpl-mp;H2891
H2891-029;Conj-w | V-Piel-ConjPerf-1cs | 3mp;H2891
H2891-030;Conj-w | Adj-msc;H2891
