id;grammar;lemma_id
H6497-001;N-mp;H6497
H6497-002;Conj-w | N-mp;H6497
H6497-003;Art | N-mp;H6497
H6358-001;Conj-w | V-Qal-QalPassPrtcpl-mpc;H6358
H7095-001;Conj-w | N-ms;H7095
H7095-002;N-ms;H7095
H7095-003;Prep-l | N-mpc;H7095
H6442-001;Art | Adj-ms;H6442
H6442-002;Art | Adj-fs;H6442
H6442-003;Art | Adj-fsc;H6442
H6442-004;Art | Adj-mp;H6442
H6442-005;Art | Adj-fp;H6442
H6442-006;Prep-b, Art | Adj-ms;H6442
H4524-001;Adv;H4524
H4524-002;Conj-w | N-mpc;H4524
H4524-003;N-fp;H4524
H4524-004;V-Hifil-Prtcpl-mpc | 1cs;H4524
H4524-005;Prep-b | N-msc | 3ms;H4524
H8561-001;Conj-w | N-fp;H8561
H8561-002;Art | N-fp;H8561
H8561-003;N-fp;H8561
H8561-004;Conj-w | N-fsc | 3ms;H8561
H8561-005;Conj-w | N-fpc | 3ms;H8561
H8561-006;Conj-w | N-fs;H8561
H8561-007;Art | N-fs;H8561
H8561-008;Conj-w, Art | N-fp;H8561
H2435-001;Conj-w, Prep-l, Art | Adj-ms;H2435
H2435-002;Art | Adj-fs | 3fs;H2435
H2435-003;Art | Adj-fs;H2435
H2435-004;Adj-fs;H2435
H2435-005;Conj-w, Prep-b, Art | Adj-ms;H2435
H2435-006;Art | Adj-ms;H2435
H2707-001;Art | V-Pual-Prtcpl-ms;H2707
H2707-002;V-Hitpael-Imperf-2ms;H2707
H2707-003;V-Pual-Prtcpl-ms;H2707
H3773-001;N-fpc;H3773
H3773-002;Conj-w | N-fpc;H3773
H0945-001;N-proper-fs;H0945
H4237-001;Conj-w | N-fs;H4237
H4237-002;N-fs;H4237
H8260-001;N-ms;H8260
H5646-001;Conj-w | N-ms;H5646
H5646-002;Conj-w | N-msc;H5646
H5646-003;Conj-w, Art | N-mp;H5646
H4527-001;Conj-w, Prep-m | N-ms;H4527
H2947-001;Art | N-mp;H2947
H2947-002;N-ms;H2947
H2947-003;N-mp;H2947
H6876-001;N-proper-ms;H6876
H6876-002;Conj-w, Art | N-proper-fs;H6876
H6876-003;Conj-w, Prep-l, Art | N-proper-fs;H6876
H3805-001;N-fp;H3805
H3805-002;Art | N-fs;H3805
H3805-003;Prep-l, Art | N-fp;H3805
H3805-004;Prep-l, Art | N-fs;H3805
H3805-005;Art | N-fp;H3805
H3805-006;Conj-w | N-fp;H3805
H3805-007;Conj-w | N-fs;H3805
H3805-008;Conj-w, Art | N-fp;H3805
H7638-001;N-fp;H7638
H7639-001;N-fs;H7639
H7639-002;Art | N-fs;H7639
H7639-003;Conj-w, Art | N-fp;H7639
H7639-004;Art | N-fp;H7639
H7639-005;Prep-l, Art | N-fs;H7639
H7639-006;Conj-w | N-fs;H7639
H7799-001;N-cs;H7799
H7799-002;N-cp;H7799
H7799-003;N-csc;H7799
H7799-004;Prep-k | N-cs;H7799
H7799-005;Prep-b, Art | N-cp;H7799
H7799-006;Prep-b, Art | N-cs;H7799
H7799-007;Prep-k, Art | N-cs;H7799
H4165-001;V-Hofal-Prtcpl-ms;H4165
H4165-002;N-ms;H4165
H4165-003;Prep-l, Art | N-ms;H4165
H5696-001;Adj-ms;H5696
H5696-002;Adj-fp;H5696
H6961-001;Conj-w | N-ms;H6961
H6961-002;N-msc;H6961
H6957-001;Conj-w | N-ms;H6957
H6957-002;N-msc;H6957
H3333-001;Prep-b | N-fsc | 3ms;H3333
H3333-002;V-Qal-QalPassPrtcpl-fp;H3333
H5672-001;Conj-w | N-msc | 3ms;H5672
H5672-002;Prep-b | N-msc;H5672
H1324-001;N-ms;H1324
H1324-002;N-fp;H1324
H1324-003;Conj-w | N-fsc;H1324
H1324-004;Conj-w, Art | N-ms;H1324
H1324-005;Art | N-fs;H1324
H1324-006;Art | N-ms;H1324
H1324-007;Art | N-fp;H1324
H4350-001;Art | N-fp;H4350
H4350-002;Art | N-fs;H4350
H4350-003;Prep-l, Art | N-fs;H4350
H4350-004;Prep-b, Art | N-fs;H4350
H4350-005;Conj-w, Art | N-fp;H4350
H4350-006;N-fpc | 3ms;H4350
H7948-001;Art | N-mp;H7948
H3914-001;N-fp;H3914
H3914-002;Conj-w | N-fp;H3914
H2839-001;Conj-w | N-mpc | 3mp;H2839
H2840-001;Conj-w | N-mpc | 3mp;H2840
H4626-001;Prep-k | N-msc;H4626
H4626-002;N-msc | 2fs;H4626
H4568-001;Prep-b | N-msc;H4568
H4212-001;Conj-w, Art | N-fp;H4212
H4212-002;N-fp;H4212
H4212-003;Art | N-fp;H4212
H6596-001;Conj-w, Art | N-fp;H6596
H6596-002;N-fsc | 3fp;H6596
H0388-001;Art | N-proper-ms;H0388
H2073-001;N-ms;H2073
H2073-002;Prep-m | N-msc;H2073
H2073-003;N-ms | 3fs;H2073
H7440-001;Art | N-fs;H7440
H7440-002;Prep-b | N-fs;H7440
H7440-003;N-fsc | 1cs;H7440
H7440-004;N-fs;H7440
H7440-005;Prep-l | N-fsc | 1cs;H7440
H7440-006;N-fsc | 3mp;H7440
H2625-001;N-ms;H2625
H2625-002;Conj-w | N-ms;H2625
H2625-003;Prep-l, Art | N-ms;H2625
H2625-004;Art | N-ms;H2625
H2625-005;Conj-w, Art | N-ms;H2625
H6586-001;V-Qal-Perf-3cp;H6586
H6586-002;Conj-w | V-Qal-ConsecImperf-3mp;H6586
H6586-003;Conj-w | V-Qal-ConsecImperf-3ms;H6586
H6586-004;V-Qal-Perf-3ms;H6586
H6586-005;V-Qal-Imperf-3fs;H6586
H6586-006;Prep-l | V-Qal-Inf;H6586
H6586-007;Conj-w | V-Qal-Prtcpl-mp;H6586
H6586-008;V-Qal-Prtcpl-mp;H6586
H6586-009;V-Nifal-Prtcpl-ms;H6586
H6586-010;V-Qal-Imperf-3ms;H6586
H6586-011;Conj-w | V-Qal-Prtcpl-ms;H6586
H6586-012;Conj-w, Prep-l, Art | V-Qal-Prtcpl-mp;H6586
H6586-013;V-Qal-InfAbs;H6586
H6586-014;Art | V-Qal-Prtcpl-mp;H6586
H6586-015;V-Qal-Perf-2mp;H6586
H6586-016;V-Qal-Perf-2fs;H6586
H6586-017;V-Qal-Perf-1cp;H6586
H6586-018;Conj-w, Art | V-Qal-Prtcpl-mp;H6586
H6586-019;Conj-w | V-Qal-Imp-mp;H6586
H2837-001;N-msc;H2837
H2837-002;N-msc | 1cs;H2837
H8319-001;Conj-w | V-Qal-ConjPerf-3ms;H8319
H8319-002;Conj-w | V-Qal-ConjImperf-3ms;H8319
H8319-003;V-Qal-Imperf-3ms;H8319
H8319-004;V-Qal-Perf-3cp;H8319
H8319-005;V-Qal-Imperf.Cohort-1cs;H8319
H8412-001;N-proper-fs;H8412
H0590-001;Conj-w | N-ms;H0590
H0590-002;Prep-b | N-ms;H0590
H0590-003;N-msc;H0590
H4436-001;Conj-w | N-fsc;H4436
H4436-002;N-fsc;H4436
H4436-003;Prep-l | N-fsc;H4436
H4436-004;Art | N-fs;H4436
H4436-005;Prep-b, Art | N-fs;H4436
H4436-006;Conj-w, Art | N-fs;H4436
H4436-007;N-fp;H4436
H4612-001;Conj-w | N-msc;H4612
H4612-002;N-msc | 3mp;H4612
H4612-003;Conj-w, Prep-m | N-msc | 2ms;H4612
H4403-001;Conj-w | N-mpc | 3mp;H4403
H4403-002;Art | N-ms;H4403
H4403-003;N-ms;H4403
H4403-004;N-mpc | 1cs;H4403
H4403-005;Conj-w | N-msc | 2fs;H4403
H0484-001;N-mp;H0484
H0484-002;Art | N-mp;H0484
H4552-001;N-ms;H4552
H4536-001;Conj-w | N-msc;H4536
H7402-001;Art | V-Qal-Prtcpl-mp;H7402
H7402-002;Conj-w, Art | V-Qal-Prtcpl-mp;H7402
H7402-003;V-Qal-Prtcpl-ms;H7402
H7402-004;V-Qal-Prtcpl-mp;H7402
H7402-005;V-Qal-Prtcpl-fs;H7402
H7402-006;V-Qal-Prtcpl-mpc | 2fs;H7402
H7402-007;V-Qal-Prtcpl-fsc | 2fs;H7402
H7402-008;V-Qal-Prtcpl-mpc;H7402
H6346-001;Conj-w | N-mpc;H6346
H6346-002;N-mp;H6346
H6346-003;N-msc;H6346
H6346-004;Conj-w | N-mp;H6346
H6346-005;N-mpc;H6346
H6346-006;N-msc | 3mp;H6346
H6346-007;Art | N-ms;H6346
H6346-008;Conj-w, Art | N-mp;H6346
H6346-009;Art | N-mp;H6346
H6346-010;N-mpc | 3fs;H6346
H6346-011;Prep-l | N-msc | 2ms;H6346
H7820-001;V-Qal-QalPassPrtcpl-ms;H7820
H4488-001;N-mp;H4488
H4488-002;Art | N-ms;H4488
H6338-001;V-Hofal-Prtcpl-ms;H6338
H8143-001;N-mp;H8143
H6971-001;Conj-w | N-mp;H6971
H8500-001;Conj-w | N-mp;H8500
H5402-001;Conj-w | N-ms;H5402
H5402-002;Conj-w, Art | N-ms;H5402
H5402-003;N-ms;H5402
H5402-004;Art | N-ms;H5402
H5402-005;Prep-m | N-msc;H5402
H5402-006;N-msc;H5402
H5402-007;Prep-b | N-ms;H5402
H5402-008;Prep-b, Art | N-ms;H5402
H8256-001;Prep-k, Art | N-fp;H8256
H8256-002;Conj-w, Art | N-fp;H8256
H8256-003;Conj-w | N-fpc | 3mp;H8256
H8256-004;N-fp;H8256
H6253-001;N-proper-fp;H6253
H6253-002;Prep-l | N-proper-fp;H6253
H6253-003;Prep-l | N-proper-fs;H6253
H8472-001;N-proper-fs;H8472
H1377-001;Art | N-fs;H1377
H1377-002;Prep-m | N-fs;H1377
H1377-003;Conj-w, Prep-l, Art | N-fs;H1377
H1377-004;Conj-w, Art | N-fs;H1377
H1592-001;N-proper-ms;H1592
H7331-001;N-proper-ms;H7331
H3379-001;Conj-w | N-proper-ms;H3379
H3379-002;N-proper-ms;H3379
H3379-003;Prep-l | N-proper-ms;H3379
H5028-001;N-proper-ms;H5028
H6868-001;Art | N-proper-ms;H6868
H6868-002;N-proper-fs | 3fs;H6868
H6871-001;N-proper-fs;H6871
H5447-001;N-msc;H5447
H5447-002;Prep-b, Art | N-ms;H5447
H5447-003;Prep-m | N-ms;H5447
H7888-001;Art | N-proper-ms;H7888
H7168-001;N-mp;H7168
H7168-002;Conj-w | N-mp;H7168
H7895-001;N-proper-ms;H7895
H7346-001;N-proper-ms;H7346
H7346-002;Prep-l | N-proper-ms;H7346
H7346-003;Conj-w | N-proper-ms;H7346
H6995-001;N-fsc | 1cs;H6995
H7752-001;Prep-b, Art | N-mp;H7752
H7752-002;Prep-b | N-msc;H7752
H7752-003;N-ms;H7752
H5438-001;N-fs;H5438
H8098-001;N-proper-ms;H8098
H8098-002;Conj-w, Prep-l | N-proper-ms;H8098
H8098-003;Conj-w | N-proper-ms;H8098
H8098-004;Prep-l | N-proper-ms;H8098
H0908-001;V-Qal-Perf-3ms;H0908
H0908-002;V-Qal-Prtcpl-msc | 3mp;H0908
H2977-001;N-proper-ms;H2977
H2977-002;Prep-l | N-proper-ms;H2977
H4991-001;N-fs;H4991
H4991-002;Prep-b | N-fsc;H4991
H4991-003;N-fsc;H4991
H1945-001;Interjection;H1945
H1945-002;Conj-w | Interjection;H1945
H8111-001;N-proper-fs;H8111
H8111-002;Prep-b | N-proper-fs;H8111
H8111-003;Prep-m | N-proper-fs;H8111
H8111-004;N-proper-fs | 3fs;H8111
H8111-005;Prep-l | N-proper-fs;H8111
H8111-006;Conj-w, Prep-m | N-proper-fs;H8111
H8111-007;Conj-w | N-proper-fs;H8111
H2655-001;Art | Adj-ms;H2655
H2655-002;Adj-ms;H2655
H2655-003;Adj-fs;H2655
H2655-004;Art | Adj-mp;H2655
H2655-005;Adj-msc;H2655
H2655-006;Adj-mpc;H2655
H2655-007;Adj-mp;H2655
H1228-001;Conj-w | N-msc;H1228
H1228-002;N-msc;H1228
H1228-003;Art | N-ms;H1228
H7869-001;Prep-m | N-msc | 3ms;H7869
H1458-001;N-msc | 2ms;H1458
H1458-002;N-msc | 3mp;H1458
H1458-003;N-msc | 2fs;H1458
H1557-001;Art | N-ms;H1557
H5985-001;Art | N-proper-fs;H5985
H8372-001;N-msc;H8372
H8372-002;Conj-w, Art | N-ms;H8372
H8372-003;Art | N-mp;H8372
H8372-004;Conj-w | N-mpc;H8372
H8372-005;Art | N-ms;H8372
H8372-006;Conj-w | N-mpc | 3ms;H8372
H8372-007;N-mpc | 3ms;H8372
H0038-001;N-proper-ms;H0038
H0609-001;N-proper-ms;H0609
H0609-002;Prep-l | N-proper-ms;H0609
H0609-003;Conj-w | N-proper-ms;H0609
H4656-001;N-fs;H4656
H4656-002;N-fsc | 3fs;H4656
H1201-001;N-proper-ms;H1201
H1201-002;Prep-l | N-proper-ms;H1201
H1130-001;N-proper-ms;H1130
H1130-002;Conj-w | N-proper-ms;H1130
H2886-001;N-proper-ms;H2886
H2383-001;N-proper-ms;H2383
H5859-001;N-proper-fs;H5859
H0062-001;N-proper-fs;H0062
H3058-001;N-proper-ms;H3058
H3058-002;Conj-w | N-proper-ms;H3058
H3058-003;Prep-l | N-proper-ms;H3058
H2607-001;N-proper-ms;H2607
H2607-002;Prep-l | N-proper-ms;H2607
H0777-001;N-proper-ms;H0777
H6018-001;N-proper-ms;H6018
H6018-002;Conj-w | N-proper-ms;H6018
H0759-001;N-msc;H0759
H0759-002;Prep-b | N-msc;H0759
H0759-003;N-mpc | 3fs;H0759
H0759-004;Prep-b | N-mpc | 3fs;H0759
H0759-005;Prep-b | N-mpc | 2fs;H0759
H0759-006;N-ms;H0759
H0759-007;Prep-b | N-mpc | 1cp;H0759
H0759-008;N-mpc;H0759
H0759-009;Conj-w | N-ms;H0759
H0759-010;Prep-b | N-mpc | 3mp;H0759
H0759-011;N-mpc | 2fs;H0759
H0759-012;Conj-w | N-mpc | 3ms;H0759
H8402-001;N-proper-ms;H8402
H1527-001;N-proper-ms;H1527
H8106-001;N-proper-ms;H8106
H8106-002;Conj-w | N-proper-ms;H8106
H0256-001;N-proper-ms;H0256
H0256-002;Conj-w | N-proper-ms;H0256
H0256-003;Prep-l | N-proper-ms;H0256
H0256-004;Prep-k | N-proper-ms;H0256
H0256-005;Conj-w, Prep-l | N-proper-ms;H0256
H0256-006;Conj-w, Prep-k | N-proper-ms;H0256
H0348-001;N-proper-fs;H0348
H0348-002;Prep-l | N-proper-fs;H0348
H0348-003;Conj-w | N-proper-fs;H0348
H0856-001;N-proper-ms;H0856
H2419-001;N-proper-fs;H2419
H1017-001;N-proper-fs;H1017
H7687-001;Conj-w, Prep-b | N-proper-ms;H7687
H7687-002;N-proper-ms;H7687
H7687-003;Conj-w | N-proper-ms;H7687
H0452-001;N-proper-ms;H0452
H0452-002;Conj-w | N-proper-ms;H0452
H0452-003;Prep-m | N-proper-ms;H0452
H8664-001;Art | N-proper-ms;H8664
H3747-001;N-proper-fs;H3747
H6886-001;N-proper-fs | 3fs;H6886
H6886-002;N-proper-fs;H6886
H4580-001;N-ms;H4580
H5662-001;N-proper-ms;H5662
H5662-002;Conj-w | N-proper-ms;H5662
H5662-003;Conj-w, Prep-l | N-proper-ms;H5662
H7873-001;N-ms;H7873
H7182-001;N-ms;H7182
H1457-001;Conj-w | V-Qal-ConsecImperf-3ms;H1457
H6937-001;V-Hitpael-Perf-3cp;H6937
H6937-002;Conj-w | V-Qal-Prtcpl-mp;H6937
H6937-003;Art | V-Qal-Prtcpl-mp;H6937
H6937-004;V-Qal-Prtcpl-ms;H6937
H6937-005;Conj-w | V-Qal-ConjPerf-3cp;H6937
H6937-006;V-Qal-Perf-1cs;H6937
H6937-007;V-Qal-Perf-3cp;H6937
H6937-008;Conj-w | V-Hifil-ConsecImperf-1cs;H6937
H6937-009;Conj-w | V-Hifil-ConjPerf-1cs;H6937
H6937-010;V-Hifil-Imperf-1cs | 3mp;H6937
H6937-011;Conj-w | V-Qal-ConjPerf-3ms;H6937
H8151-001;Conj-w | V-Piel-ConsecImperf-3ms;H8151
H7574-001;N-ms;H7574
H7574-002;N-mp;H7574
H7529-001;N-fp;H7529
H0396-001;Art | N-fs;H0396
H7494-001;N-ms;H7494
H7494-002;Prep-b, Art | N-ms;H7494
H7494-003;Art | N-ms;H7494
H7494-004;Prep-b | N-ms;H7494
H7494-005;Prep-l | N-msc;H7494
H7494-006;Conj-w, Prep-b | N-ms;H7494
H7494-007;Conj-w | N-ms;H7494
H7494-008;Prep-m | N-msc;H7494
H1827-001;N-fs;H1827
H1827-002;Prep-l | N-fs;H1827
H2371-001;N-proper-ms;H2371
H2371-002;Prep-l | N-proper-ms;H2371
H2371-003;Conj-w | N-proper-ms;H2371
H5250-001;N-proper-ms;H5250
H0477-001;N-proper-ms;H0477
H0477-002;Conj-w | N-proper-ms;H0477
H0477-003;Prep-l | N-proper-ms;H0477
H4261-001;N-msc;H4261
H4261-002;N-mpc | 3fs;H4261
H4261-003;N-mp;H4261
H4261-004;N-mpc | 1cp;H4261
H4261-005;N-mpc | 3mp;H4261
H4261-006;N-mpc;H4261
H4261-007;Conj-w | N-mpc | 1cs;H4261
H8168-001;Prep-l | N-mp;H8168
H8168-002;Prep-b | N-msc | 3ms;H8168
H8168-003;Prep-b | N-mpc;H8168
H4082-001;Art | N-fp;H4082
H4082-002;Art | N-fs;H4082
H4082-003;Prep-b, Art | N-fs;H4082
H4082-004;N-fs;H4082
H4082-005;N-fpc;H4082
H4082-006;Conj-w | N-fs;H4082
H4082-007;Prep-l, Art | N-fp;H4082
H4082-008;Prep-b | N-fpc;H4082
H4082-009;Conj-w, Art | N-fp;H4082
H4082-010;Prep-b, Art | N-fp;H4082
H4082-011;Prep-m | N-fp;H4082
H2835-001;N-mpc;H2835
H2480-001;Conj-w | V-Hifil-ConsecImperf-3mp;H2480
H0666-001;Prep-b, Art | N-ms;H0666
H0666-002;Art | N-ms;H0666
H5620-001;Adj-ms;H5620
H5620-002;Adj-fs;H5620
H2198-001;Conj-w | Adj-ms;H2198
H5022-001;Prep-l | N-proper-ms;H5022
H5022-002;N-proper-ms;H5022
H3158-001;Art | N-proper-ms;H3158
H2715-001;Art | N-mp;H2715
H2715-002;Conj-w, Art | N-mp;H2715
H2715-003;Conj-w, Prep-l, Art | N-mp;H2715
H2715-004;N-mpc;H2715
H2715-005;N-mp;H2715
H2715-006;N-mpc | 3fs;H2715
H4321-001;N-proper-ms;H4321
H4321-002;Prep-l | N-proper-ms;H4321
H3229-001;N-proper-ms;H3229
H6667-001;N-proper-ms;H6667
H6667-002;Conj-w | N-proper-ms;H6667
H6667-003;Prep-l | N-proper-ms;H6667
H6667-004;Prep-k | N-proper-ms;H6667
H3668-001;N-proper-ms;H3668
H3668-002;Conj-w | N-proper-ms;H3668
H3964-001;Prep-b | Interrog;H3964
H3964-002;Prep-l | Interrog;H3964
H0526-001;N-proper-ms;H0526
H3608-001;Art | N-ms;H3608
H3608-002;N-ms;H3608
H3608-003;N-msc | 3ms;H3608
H3608-004;N-mp;H3608
H1694-001;Art | N-mp;H1694
H1694-002;Prep-l, Art | N-ms;H1694
H7395-001;Prep-l | N-msc | 3ms;H7395
H7395-002;N-ms;H7395
H7395-003;Prep-l, Art | N-ms;H7395
H0274-001;N-proper-ms;H0274
H0274-002;Conj-w | N-proper-ms;H0274
H0274-003;Prep-l | N-proper-ms;H0274
H5806-001;N-proper-fs;H5806
H5806-002;N-proper-ms;H5806
H7977-001;N-proper-ms;H7977
H3088-001;N-proper-ms;H3088
H3088-002;Prep-l | N-proper-ms;H3088
H3088-003;Conj-w | N-proper-ms;H3088
H1176-001;Prep | N-proper-ms;H1176
H0232-001;Conj-w | N-msc;H0232
H0232-002;N-ms;H0232
H0232-003;N-msc;H0232
H0232-004;Art | N-ms;H0232
H0232-005;Prep-k, Art | N-ms;H0232
H5591-002;Art | N-fs;H5591
H5591-003;N-fs;H5591
H1563-001;Conj-w | V-Qal-ConsecImperf-3ms;H1563
H6746-001;N-fs;H6746
H7046-001;Conj-w | V-Hitpael-ConsecImperf-3mp;H7046
H7046-002;Prep-l | V-Piel-Inf;H7046
H7046-003;V-Hitpael-Imperf-3mp;H7046
H7046-004;V-Hitpael-Imperf-3ms;H7046
H4338-001;Conj-w | N-proper-ms;H4338
H5349-001;N-ms;H5349
H5349-002;Prep-b, Art | N-mp;H5349
H4004-001;N-ms;H4004
H7025-001;Prep, Art | N-proper-fs;H7025
H7025-002;N-proper-fs;H7025
H7025-003;Prep | N-proper-fs;H7025
H7051-001;Art | N-mp;H7051
H0610-001;N-msc;H0610
H5386-001;N-msc | 2fs;H5386
H1522-001;N-proper-ms;H1522
H1522-002;Prep-l | N-proper-ms;H1522
H1522-003;Conj-w | N-proper-ms;H1522
H7952-001;V-Hifil-Imperf-2ms;H7952
H7952-002;V-Nifal-Imperf-2mp;H7952
H2237-001;Conj-w | V-Piel-ConsecImperf-3ms;H2237
H8239-001;V-Qal-Imp-ms;H8239
H8239-002;V-Qal-Imperf-2ms | 1cs;H8239
H8239-003;V-Qal-Imperf-2ms;H8239
H6498-001;N-fpc;H6498
H6398-001;Conj-w | V-Piel-ConsecImperf-3ms;H6398
H6398-002;V-Piel-Imperf-3ms;H6398
H6398-003;V-Piel-Imperf-3fp;H6398
H6398-004;V-Qal-Prtcpl-ms;H6398
H1190-001;Prep | N-proper-fs;H1190
H6861-001;Prep-b | N-msc | 3ms;H6861
H0305-001;Interjection;H0305
H0071-001;N-proper-fs;H0071
H0549-001;N-proper-fs;H0549
H6554-001;Conj-w | N-proper-fs;H6554
H2754-001;N-mp;H2754
H2754-002;Conj-w, Art | N-mp;H2754
H7094-001;Conj-w | V-Qal-ConsecImperf-3ms;H7094
H7094-002;Art | V-Qal-QalPassPrtcpl-fp;H7094
H8466-001;N-fpc | 1cs;H8466
H5590-001;Conj-w | V-Nifal-ConsecImperf-3ms;H5590
H5590-002;V-Pual-Perf-3fs;H5590
H5590-003;V-Piel-Imperf-3ms;H5590
H5590-004;Conj-w | V-Qal-Prtcpl-ms;H5590
H5590-005;V-Qal-Imperf-3mp;H5590
H5590-006;Conj-w | V-Piel-ConjImperf-1cs | 3mp;H5590
H7945-001;Prep-m, Pro-r | Prep | 1cp;H7945
H7945-002;Prep-b | Pro-r;H7945
H7945-004;Prep-b, Pro-r | Prep | 1cs;H7945
H0351-001;Interrog;H0351
H3740-001;N-fs;H3740
H6894-001;Art | N-ms;H6894
H2755-001;N-mpc | 3ms;H2755
H1686-001;N-mp;H1686
H2442-001;Conj-w | V-Piel-ConjPerf-1cp;H2442
H2442-002;V-Piel-Imperf-2ms;H2442
H2442-003;Art | V-Piel-Prtcpl-mp;H2442
H2442-004;V-Piel-Perf-3ms;H2442
H2442-005;V-Piel-Perf-3fs;H2442
H2442-006;V-Piel-Perf-3cp;H2442
H2442-007;Conj-w | V-Piel-ConjPerf-1cs;H2442
H2442-008;V-Piel-Imperf-3ms;H2442
H2442-009;V-Qal-Prtcpl-mpc;H2442
H2442-010;Prep-l | V-Piel-Prtcpl-msc;H2442
H2442-011;Art | V-Piel-Prtcpl-ms;H2442
H2442-012;Conj-w, Prep-k | V-Piel-Inf;H2442
H2442-013;V-Piel-Imp-ms;H2442
H2442-014;V-Piel-Imp-mp;H2442
H7429-001;Conj-w | V-Qal-ConsecImperf-3mp | 3ms;H7429
H7429-002;Conj-w | V-Qal-ConsecImperf-3mp;H7429
H7429-003;Conj-w | V-Qal-ConsecImperf-3ms | 3fse;H7429
H7429-004;Conj-w | V-Qal-ConsecImperf-3fs;H7429
H7429-005;Conj-w | V-Qal-ConjImperf-3ms;H7429
H7429-006;V-Qal-Imperf-2ms;H7429
H7429-007;V-Qal-Inf;H7429
H7429-008;V-Qal-Prtcpl-ms;H7429
H7429-009;V-Qal-Imperf-3fs | 3fse;H7429
H7429-010;V-Nifal-Imperf-3fp;H7429
H7429-011;V-Qal-Imperf-3ms;H7429
H7429-012;Conj-w | V-Qal-ConjImperf-1cs | 3mp;H7429
H7429-013;V-Qal-Imperf-2mp;H7429
H7429-014;Conj-w | V-Qal-ConsecImperf-3ms | 3ms;H7429
H7429-015;Conj-w | V-Qal-ConsecImperf-3fs | 3mp;H7429
H7429-016;Conj-w | V-Qal-ConjPerf-3ms;H7429
H7429-017;Conj-w | V-Qal-Imp-fs;H7429
H7376-001;V-Piel-Imperf-2ms;H7376
H7376-002;V-Pual-Imperf-3mp;H7376
H7376-003;V-Piel-Imperf-3fp;H7376
H7376-004;V-Pual-Perf-3fs;H7376
H4346-001;Art | N-ms;H4346
H6811-001;N-proper-fs | 3fs;H6811
H6271-001;N-proper-fs;H6271
H6271-002;Conj-w | N-proper-fs;H6271
H6271-003;Conj-w | N-proper-ms;H6271
H6271-004;N-proper-ms;H6271
H8229-001;N-fsc;H8229
H8229-002;Conj-w | N-fsc;H8229
H8229-003;Prep-m | N-fsc;H8229
H4491-001;Conj-w, Art | N-ms;H4491
H4491-002;Prep-k | N-msc;H4491
H3785-001;Conj-w | N-mpc | 3fs;H3785
H3785-002;N-mpc | 2fs;H3785
H3785-003;N-mp;H3785
H3785-004;Prep-b | N-mpc | 3fs;H3785
H0920-001;N-proper-ms;H0920
H1483-001;N-proper-fs;H1483
H6320-001;Prep-b, Art | N-ms;H6320
H6320-002;N-ms;H6320
H1828-001;Prep-k | N-ms;H1828
H1828-002;N-ms;H1828
H1828-003;Prep-l | N-ms;H1828
H6652-001;N-mp;H6652
H1044-001;N-proper-fs;H1044
H6122-001;Prep-b | N-fs;H6122
H4458-001;Art | N-fs;H4458
H4280-001;Prep-l | N-fp;H4280
H4163-002;Conj-w | N-fpc | 3ms;H4163
H3059-001;N-proper-ms;H3059
H3059-002;Prep-l | N-proper-ms;H3059
H3089-001;N-proper-fs;H3089
H5495-001;N-proper-fs;H5495
H4535-001;Adv;H4535
H4977-001;N-proper-ms;H4977
H3060-001;N-proper-ms;H3060
H6645-001;N-proper-fs;H6645
H4378-001;N-msc | 3ms;H4378
H4378-002;N-mpc | 2mp;H4378
H0919-001;N-msc;H0919
H0919-002;N-ms;H0919
H0919-003;Prep-l | N-msc;H0919
H0919-004;N-msc | 2fs;H0919
H1443-001;Conj-w, Prep-l, Art | V-Qal-Prtcpl-mp;H1443
H1443-002;V-Qal-Perf-3ms;H1443
H1443-003;V-Qal-Prtcpl-ms;H1443
H1443-004;Conj-w | V-Qal-ConsecImperf-2mp;H1443
H1443-005;Conj-w | V-Qal-ConjPerf-1cs;H1443
H4274-001;N-ms;H4274
H5538-001;N-proper-fs;H5538
H3107-001;Conj-w | N-proper-ms;H3107
H3107-002;N-proper-ms;H3107
H8100-001;N-proper-ms;H8100
H3075-001;Conj-w | N-proper-ms;H3075
H3075-002;N-proper-ms;H3075
H7763-001;N-proper-ms;H7763
H0558-001;N-proper-ms;H0558
H0558-002;Conj-w | N-proper-ms;H0558
H0558-003;Prep-l | N-proper-ms;H0558
H0558-004;Prep-b | N-proper-ms;H0558
H3099-001;N-proper-ms;H3099
H3086-001;N-proper-ms;H3086
H3086-002;N-proper-fs;H3086
H5554-001;Art | N-proper-fs;H5554
H5554-002;Prep-m | N-proper-fs;H5554
H5554-003;N-proper-fs;H5554
H8594-001;Art | N-fp;H8594
H3124-001;N-proper-ms;H3124
H3124-002;Conj-w | N-proper-ms;H3124
H3124-003;Prep-l | N-proper-ms;H3124
H0573-001;N-proper-ms;H0573
H3203-001;N-proper-fs;H3203
H2669-001;Art | N-fs;H2669
H7967-001;N-proper-ms;H7967
H7967-002;Conj-w | N-proper-ms;H7967
H7967-003;Prep-l | N-proper-ms;H7967
H6904-002;N-msc | 3ms;H6904
H5818-001;Prep-l | N-proper-ms;H5818
H5818-002;N-proper-ms;H5818
H5818-003;Conj-w | N-proper-ms;H5818
H4505-001;N-proper-ms;H4505
H1424-001;N-proper-ms;H1424
